frame,timestamp_ms,divergence,lr_balance,tau,vx_mean,vy_mean,flow_cnt,div_cnt,valid,ema_div,ema_lr,tau_ms,looming,evasion_level,turn_cmd,az_quiet,ax,ay,az,gx,gy,gz,roll,pitch,yaw
401,14481,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.064,-0.6235,-0.7603,55.42,12.634,-13.306,-135.527,15.699,-2.45
402,14512,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.064,-0.6235,-0.7603,55.42,12.634,-13.306,-135.527,15.699,-2.45
403,14523,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-2.0464,-0.6782,-0.7134,77.698,15.381,-27.527,-132.22,13.969,-1.208
404,14533,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.0854,-0.6763,-0.77,70.068,8.911,-32.227,-130.095,12.859,-0.335
405,14555,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1489,-0.8315,-0.7236,-13.367,-15.259,-3.967,-128.661,11.871,1.357
406,14585,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1489,-0.8315,-0.7236,-13.367,-15.259,-3.967,-128.661,11.871,1.357
407,14613,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1489,-0.8315,-0.7236,-13.367,-15.259,-3.967,-128.661,11.871,1.357
408,14641,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1465,-0.6611,-0.6284,-17.395,6.592,15.198,-130.029,12.074,2.098
409,14668,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2095,-0.6455,-0.7744,-30.334,-0.244,20.142,-130.963,12.349,2.115
410,14697,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2202,-0.5718,-0.7642,6.775,7.935,0.427,-131.292,12.497,2.208
411,14724,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2251,-0.5439,-0.7539,-11.108,4.333,4.7,-131.512,12.354,2.417
412,14753,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2388,-0.5908,-0.811,9.094,-2.258,-1.526,-131.495,12.316,2.763
413,14781,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2119,-0.6064,-0.7476,16.357,-3.784,-9.827,-131.369,12.167,3.312
414,14808,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2119,-0.6064,-0.7476,16.357,-3.784,-9.827,-131.369,12.167,3.312
415,14836,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1963,-0.627,-0.7124,14.648,0.488,-10.132,-131.028,11.92,3.9
416,14864,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1812,-0.6938,-0.7324,8.179,-3.479,-4.944,-130.886,11.799,4.351
417,14892,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1729,-0.6851,-0.7051,-2.136,-1.16,-0.732,-130.913,11.744,4.807
418,14920,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1875,-0.6855,-0.7188,-7.629,-2.258,2.686,-131.182,11.794,5.142
419,14949,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6362,-0.7173,-15.503,0.122,7.324,-131.638,11.86,5.328
420,14976,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2041,-0.6255,-0.7549,-12.756,-0.488,6.897,-132.182,11.992,5.521
421,15005,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2061,-0.6157,-0.7598,-1.099,0.488,0.244,-132.429,12.025,5.735
422,15032,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6362,-0.7363,-0.61,-0.183,0.061,-133.176,11.684,8.63
423,15060,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6387,-0.7383,0,-0.183,-0.183,-134.346,11.596,11.179
424,15088,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1982,-0.6372,-0.7417,-0.183,-0.244,-0.305,-135.253,11.563,13.173
425,15116,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1987,-0.6338,-0.7378,-0.916,-0.305,0,-135.989,11.536,14.854
426,15144,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6377,-0.7422,-0.427,-0.305,0,-136.187,11.53,15.309
427,15171,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6377,-0.7422,-0.427,-0.305,0,-136.187,11.53,15.309
428,15199,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
429,15226,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
430,15535,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
431,15730,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
432,16010,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
433,16318,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
434,16376,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
435,16403,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
